text	label
Rubbish	abusive
Kids doing their thing on STV	abusive
Dear APC,   All the voters you beat up on Sat 25th 2023 to deny them their votes will beat you with their votes on the 11th March, 2023.  We promise you that, all 6m eligible voters.  APC pack your bags , you are leaving our State Government House.  Èkó E dìde!!  ~ GRV	hateful
Bandits and herdsmen ambassador!	hateful
Omo ur neck long	abusive
Werey chinedu Go and contest for governor in anambra not lagos	hateful
Wetin u suffer, ole	abusive
Keep your celebration. You remember end SARS shooting, who ordered it?	hateful
See this as the last kick of a dying horse . Tinubu's time is up.   And his, will be such a great fall.	hateful
You exercised your right but deprived others of theirs. Ko ni da fun e	abusive
Y u stammering and you wan become Governor... Soro soke werey ogbeni gbadebo  Sanwolu is our Governor and we are fine with him	abusive
This man dat scam lot of politicians in pdp in 2019	abusive
… where both the federal and sub-national governments in Nigeria are focusing on how to expand revenue sources.   Lagos is not just the economic hub of Nigeria, it is also the centre of art and culture with an expanding creative economy.2/3	normal
We assured the President that we are ready and solidly behind our Presidential candidate, Asiwaju Bola Ahmed Tinubu and his running mate, Senator Kashim Shettima. We will work hard to ensure our party becomes victorious.	normal
Best Governor and the Best president so far.	normal
This is shameless for you to pretend to not know that what we had on Saturday across Lagos state wasn't democracy. Please, go and celebrate your stolen mandate without insulting the sensibilities of already traumatized citizens in Lagos.	abusive
Honoured to join my esteemed colleagues at the Progressive Governors Forum and APC National Working Committee meeting today.   We discussed crucial matters affecting our states and explored innovative ideas for progress.   As a big advocate of collaborative ideation and partnerships among state governors, I believe these meetings are very important as our collective efforts continue to drive positive change and enhance governance for the benefit of all.	normal
Which Nigerian youth are you celebrating? The ones you and buhari  murdered on 20.10.2020?	hateful
Dear Lagosians,  As we celebrate Easter, I want to extend my warmest wishes to each and every one of you. This is a time to reflect on the sacrifice and love that Jesus Christ showed us through his death and resurrection.  I encourage us all to use this occasion to renew our faith and hope for a brighter future. Let us come together in love and unity, and work towards building a better Lagos for ourselves and for generations to come.  May this Easter season bring you joy, peace, and prosperity.   Happy Easter.	normal
Shut up you'll not enter lagos.	abusive
Go sit down gay	hateful
Today, Africa's largest rice mill, the Lagos Rice Mill begins production as H.E President  @MBuhari  officially commissioned the project to the joy of our residents.  The Lagos Rice Mill, Imota, a 2 x 16 Metric Tonnes per hour mill, standing on an area of 8.5 hectares of land,…	normal
Omo Ibo will not vote for you, be deceiving yourself.	hateful
Oga, go home. You no get what it takes to win a local govt chairman election.	abusive
Onishorire	abusive
This guy is just an opportunist!. Using #Endsars and #ObidientMovement to gain access to people’s head!. My people be wise, don’t fall a mugu for this guy	abusive
Get out ..yur name na chinedu aiye gba tapa	abusive
The worst governor to ever rule Lagos in recent time.	abusive
Will any of you choose Tinubu and Atiku over Obi using their antecedents as a parameter? Una dey mad weh weh.	abusive
O ma she o. Radarada eleyi na!	abusive
For generations that long predate the creation of Lagos state, Lagosians have have had a long and mutually beneficial relationship with our neighbours from the South East. Our relationship is so strong that sizeable population of Igbo people have made Lagos their home.	normal
Olodo na so so F9 you get for WAEC and Just Adeotun say u dey force opeke to nack? Na true say you be Omo- ta?	abusive
Please come out & vote, we are working very hard & implementing security countermeasures, if you haven’t voted yet please don’t let yourself be disenfranchised, remain steadfast & please come out, thugs have been chased away in multiple areas.  A fight for freedom is never won easily God bless you all.	normal
We have completed and inaugurated 16 housing schemes within this first term.   We have commissioned over 62 fire-fighting vehicles understanding our environment and equipped our firefighters with education and world class gear.	normal
What a cruel party	hateful
Small yansh dey shake... Carry on	abusive
Keep shut boy	abusive
Evil man	abusive
Lagos has always had a transportation problem. For 23 years running, we have waited for the completion of the Blue Rail and Red Rail lines promised by successive APC government to ease the pressure on public road transportation.	normal
Earlier today, I attended the dedication service of The Redeemed Christian Church of God (RCCG) City of David, Trinity Towers at Victoria Island.	normal
Youth day	normal
Thugs every where bro	normal
E don tey wey we hear anything from this our guy...una still dey serious for the race?	normal
mad man	abusive
The same youths you and Tinubu killed at the lekki toll gate, you need them now because of election. Yamayama,	hateful
Used heads	abusive
I just arrived at the venue of the Debate hosted by Silverbird Communications. Please tune into Silverbird to watch.  Èkó E dìde!!  ~ GRV	normal
Dey play, just dey play	abusive
God will disappoint you as far as Lekki tollgate massacre is involved. Sanwolu you openly said that no one was shot dead . This is time to pay back by voting you out.	hateful
APC always jumping on the back of Nigerians that are successful INTERNATIONALLY with no input whatsoever from YOU! Our talent dey japa because una don crash the economy and rendered social mobility the sole preserve of your elite thieving partners!	abusive
Nobody voted for you Mr man	abusive
Why are you not at the debate? Shame on you for absconding.	abusive
So ugly	abusive
Werey	abusive
God bless you	normal
@jidesanwoolu  what nonsense do want to use your mouth to say? Abeg continue doing the work of  @StateDeptDSS  to  @officialABAT  abeg who ordered the shooting at lekki toll gate and the numerous killing in lagos state we need to know.	abusive
you will still lose, IPOB candidate	hateful
My attention has been drawn to disparaging statements made by my Boss, former Governor of Lagos, Babatunde Fashola earlier today at an event in Lagos. He reportedly referred to me as a cameraman who is not ready to govern Lagos.	normal
@jidesanwoolu  History will not be kind to you.	hateful
Lagos is moving forward...Tell the haters to keep singing their songs of hate. “Awon adeko dere” This is a commendable project.	normal
Where are dis guys from def  u brought an Amateur to rule Lagos? mtchewww	abusive
Why wait till election to do anything? U are evil,	abusive
Olodo oshi	abusive
Aaaaarh not this clown again	abusive
Ole, You will return it to  @GRVlagos	abusive
Correct  You are taking over The brilliant & focus Nigerians people are behind you. Keep your shoulder so high God is with you	normal
Werey carry local matter go Netherland	abusive
Nigeria has happened to many of us, Lagos has happened to many of us.  It shouldn’t be so, it cannot continue.  Vote Labour Party on Saturday 25th, February 2023.  Let’s stand on the rock (Okwute) that will take back Nigeria.  Èkó E dìde!!  ~ GRV.	normal
E ti ya werey sir, emi lo kan koh, agbo lo ma kan yin pa lo ju orun....	abusive
Keep dreaming  You can’t even be a senator in Lagos state talk more of a governor. Patrick chinedu go to the East and contest for governor.	hateful
You be mumu	abusive
Eleleya just dey play	abusive
I just finished addressing great Lagosians at Alaba Int’l Market.  I assured them that the era of intimidation and harassment is coming to an end.  Èkó E dìde!!  ~ GRV.	normal
Today, markets across Lagos have been forced to close with all Traders mandated by Governor Sanwoolu government, to attend the APC presidential rally for Bola Tinubu happening today.	normal
As you talk say Tinubu built Lagos na lie,it shows that you are not capable and you dey mad ganni o	abusive
Dis na olodo ponbele!  Howu, se bi Architect niwon peyin!	abusive
You’re a crook, just like the other Ole on the right hand side, you should never be allowed to stay anywhere in power. Your stealing stops on Saturday	abusive
We are sending you packing 2023	abusive
Get lost	abusive
APC are bunch of criminals	hateful
Today, we commissioned the newly rehabilitated Isuti Road in Igando, Ishefun-Camp Davies Road and Ijon-Liasu Ojo-Ijo Road, in Alimosho Local Government Area.   Also commissioned, was the newly built jetty in Ishefun community, which will help facilitate seamless ferry services.	normal
Useless people...	abusive
You are always using your fake poster/banners being destroyed for retweets and likes on Twitter but not in real votes. Go out and campaign and see the real things for yourself. You can try again by 2027	hateful
I am ashamed of you people. It seems that politics makes people stupid.	abusive
Werey say university of Anambra. Go work for there na	abusive
Mumu this one no go save you	abusive
Idiot man very useless governor	abusive
For them, it is more important to be on the right side of history and contributing their quota to true nation building. I urge others who are on the fence to follow their example and show courage, ….	normal
You are a wicked man APC are wicked people  I checked almost all APC spokespersons and top officials recently but 90% of you guys didn't say a word about the killings in southern Kaduna.  This shows it's a genocide  The APC govt should be accountable  Humanity should come first.	hateful
Just watch all Batifools commenting under this tweet, they all share one thing in common. Slave mentality. I pity Nigerians.	hateful
Who gonna join a murderer!	hateful
We need you as a governor to be proactively in creating jobs for the million's of Nigerians youths, provide cost of living financial help for the millions living in poverty in Lagos state. School's, roads, hospital, security	normal
The Gov of Lagos turned down opportunities to account for his stewardship of Lagos, he felt he did not need the people, today they want to turn this to a tribal thing. NO, Aside shooting at our youth, Politiricks of blue and red lines, Enabling Agbero Ruthlessness,  Did you live up to your promises?	normal
The Lagos Blue Line Rail was also commissioned by His Excellency, President  @MBuhari  today.   This is the first phase of the Blue Line Rail, which is a 13 km stretch from Marina to Mile 2, covering 5 stations, and expected to transport 250,000 passengers daily.	normal
In Lagos, we are increasing investment in the provision of healthcare and currently boosting infrastructure in the sector with ongoing work at the new Massey Street Children's Hospital, a brand new psychiatric hospital and extensive renovation of our healthcare facilities.	normal
Agberocracy has produced an illegitimate government.  Now more than ever it is time for #ourlagos	abusive
Na jagaban boys, she shebi the man dodge the peace accord signing. You think say him be mumu?	abusive
Who ordered the shooting of innocent protesters at #LekkiTollGate #ENDSARS	normal
Big shame on you peoples for bad leadership on your government and Nigeria	abusive
Government of the Agberoes by the Agberoes for the Agberoes. Solar power my foot. Sham govt.	abusive
Nonsense talks	abusive
You guys disgraced Nigerians, what an absolute disaster and embarrassment. Anyway you are a Tool boy	abusive
I have always stood up for what I believe in, all my life.  Never on the sidelines. This is more than just politics, it’s the morals instilled in me.  Good morning Lagos, did you listen to me on Inspiration FM 92.3?  Èkó E dìde!!  ~ GRV.	normal
This is so beautiful	normal
The worse governor ever in Lagos state.	abusive
You mumu	abusive
better go for local gvt chairman	abusive
Very shameless leader… I hope you will order another shooting again this time!!	abusive
And again Pontius Pilate is visibly absent, just like his druggie master.	abusive
Our Incoming governor	normal
Going forward, nothing short of the best standards will be tolerated and the two committees must come up with stringent regulations that will guide the ethics practice in the state.  We have, with all sense of responsibility given priority to the development of infrastructure.	normal
Earlier today, at the “Business Lunch with Asiwaju” event, which had in attendance technocrats and business leaders, I spoke about the achievements we have recorded so far in Lagos state, through the foundation Asiwaju Bola Ahmed Tinubu laid when he was at the helm of affairs.	normal
If you like, go and bring Ojukwu back alive, you and this guy can't  preside over the two positions una dey apply for in , truth  is incompetence begat incompetence	hateful
As an Architect, the frequent building collapse in Lagos is a source of worry to I & my colleagues in this honorable profession  While speaking on Guardian TV, I highlighted potential causes & resolution pathways to stopping & reducing the avoidable deaths  Èkó E dìde!!  ~ GRV.	normal
I am ashamed of your shame sir	abusive
Lol Yeye go back to your state and solve the problem first before you wan come Lagos come practice	abusive
Fellow Lagosians,  This is necessary in view of the ongoing situation in the country, regarding the change of currency notes and the attendant hardships being faced by ordinary Lagosians.  First, let me thank you for your patience and unwavering perseverance.	normal
Oyeibo people are now disassociate their self from terrorist leaders in Zoo call Nigeria	abusive
I'm beginning to sense INEC as a whole as being comprising in this election. Their plans will fail.	hateful
Thank you for the love and passion you have for Education. Mr Governor Babajide Sanwo-Olu thank you for deliberating on way foward on Asuu strike, I hope it end soonest.	normal
He is busy following Tinubu about, a useless governor that has left his responsibilities to millions of Lagosians to be doing boy boy	abusive
Mushin has a significant population of residents living with disabilities and they are not considered in the construction of social amenities. This is something I want to address as governor, alongside the plight of women and children in the state.	normal
If you yourself come out, you will collect beating. Continue to deceive them your Mumu follower, you will think is like last week . Una no go reach home complete	abusive
Today was a sad and tragic day in our beloved state, a ghastly accident happened as the result of a collision between a train and bus, I went to the site of the accident and the general hospital to offer the survivors my support and prayers. I wish them a speedy recovery.	normal
It seems u don high. U want igbo to take over lagos/Nigeria. So many fake things will be in the society.  So many accidents will occur on the road due to fake tires, brakes etc. I pity ur ambition collapse it and join sanwo olu	hateful
And tinubu campaign for anambra and Enugu nobody attack him, tinubu is a coward	abusive
Congratulations to the state in advance... I certainly trust that an AI driven & robotics enabled traffic mgt. process integrating all forms of commuting services will be an integral part of this deliverable although one may wonder how this impacts on the project constrainst...	normal
Scam	abusive
Sit down my friend. Once you finish counting the millions that show up for governor election, your eyes will shine as to how it is more than that of presidential election. Sit there	abusive
Shame on INEC and it's officials, God will judge you all in few days time.... It's a decree..	hateful
Our goal is to deliver potable water and provide safely managed sanitation services for all Lagosians.   We have the political will and a groundswell of support from critical stakeholders to deliver on our target.	normal
Sanwoolu own done finish	hateful
After 7 years? Buhari is a played mugu	abusive
… people consider too poor, too destitute, too neglected to be consider part of the ‘megacity’ and I know this neglect cannot continue.  We have come this far and we will see it through to the very end!   Give us a chance to make sure Lagos works for ALL Lagosians.	normal
Youth killer at Lekki Tollgate	abusive
As we move towards the election this Saturday, we must not allow bigotry be what will divide us.   We must watch our utterances and ensure that we are not divisive. It is about the ordinary, everyday people. You own the mandate and it is about you.	normal
All these Agberos wey dey, we go turn dem to productive people  Most of these Agberos wan work, most of dem no like the work  The time of monkey dey work, baboon dey chop don pass.   Tune into Wazobia Max TV live to hear wetin I dey talk   Èkó E dìde!!  ~ GRV	normal
my governor is quite active on twitter. Love to see.	normal
You abdicated your role to serve the people a long time ago.  Just start packing.	hateful
U are just busy clowning. U are not even the authentic guber candidate of Labour in Lagos. The clown that brought u would soon come carry u away!	abusive
We returned to Agege LGA at the invitation of Hon Tolu Agege, the Deputy Director of the Jandor campaign council Ikeja Division, to celebrate with Residents at the 5th annual Agege New Year hangout, an event well attended by PDP stalwarts and local residents.	normal
Don't do in Lagos what you can't do in your state.  Obidiot are uncivil and violent. They can't do those bravado in Anambra or Imo. If they provoke attack they should deal with it. Go to your rally jejely and not mocking and insulting others on the way. Of cos they will react.	hateful
Amen , R.I.P Mama!!!	normal
You self know say you know fit win. If you like join different cult, you no go still win.	hateful
Hand go soon touch you	hateful
Shut up oponu	abusive
I am proudly Yoruba. I am Nigerian. I support  @PeterObi  as President of Nigeria. I support  @GRVlagos  as Governor of Lagos State #VoteLP #ObiDatti2023 #GRVforLagos	normal
Reject APC, reject tinubu the chief ole in Lagos	hateful
Opportunist radarada. You will learn	abusive
From Technocrat to sycophant.   What an unfortunate metamorphosis, all for the sake of class protection & personal interest.  Most Nigerians are tired of you lot & u definitely won't be missed when u lose reelection.	hateful
Jide your time is up	hateful
Show of shame...	abusive
We are not leaving any stone unturned, we are ransacking all the nooks and cranny of Lagos to get all the votes of Lagosians who want a CHANGE.  Prosperity has no tribal, political or social affiliations.  I am interviewing to be the Governor of OUR LAGOS.  Èkó E dìde!!  ~ GRV.	normal
U're a serial liar, so u don't have godfather abi? Who's Peter Obi, Bode george , Pa Adebanjo to u? Godson I guess, pls go and contest in Anambra, u will win for free n be able to cart out d activities of IPOB without disturbance.	hateful
It is not surprising that The Presidential Enabling Business Environment Council (PEBEC) has rated Lagos State below average on Ease of Doing Business (EoDB) rankings per state. So much talk about competence and experience with nothing to show for it.	normal
U gave the order to kill the unarmed protester. May posterity judge u	hateful
Werey dey disguise	abusive
Ode yii is still ranting! Are u thinking in Nigeria or in Biafra? Ode	abusive
You're even way more terrible than yon your facial looks. You deserve to be behind bars as a matter of fact	abusive
Ahhh... O kuku gbo ede Yoruba... O ti lule	hateful
Ori e buru	abusive
You come here to hypocritically encourage the youth yet you conspired against them with the military at lekki toll gate and this conspiracy led to the death of several youths of Lagos who were gunned down by soldiers sent there at your request. Shame on you.	hateful
The candidate you are projecting can't even play Tennis . No be juju be that	abusive
GRV patriki don't waste ur money.... u can't win lagos.... u need to go and learn yoruba first...	hateful
Loser	abusive
I joined fellow progressive governors for a meeting with President Muhammadu Buhari earlier today at the State House, Abuja over party matters and other issues of national importance.   We deliberated on the ongoing ASUU strike and how the governors can be part of the resolution.	normal
Loser	abusive
U committed sacrilege the day you and your cohorts defecate on our land by not respecting our tradition and custom and also conniving with ipbo to take over our land.. Our gods are angry with u and thus u can never become our governor...This curse has been laid and its final	hateful
Oniyeye of Lagos	abusive
Omo ale	abusive
… where both the federal and sub-national governments in Nigeria are focusing on how to expand revenue sources.   Lagos is not just the economic hub of Nigeria, it is also the centre of art and culture with an expanding creative economy.2/3	normal
Azeez collapse your unhealthy structure for ELUU P cuz you ain’t in this race bro. But you can test your fate shall. Pdp is dead on arrival which you know too well	hateful
Riging election in 2023 will never work ooooo,,,,,,,MR INTEGRITY HAS GIVEN NIGERIA,NIGERIANS HIS WONDERFUL WORDS THAN HE WILL NOT ALLOW RINGING IN 2023. OGA BUHARI IF NA ONLY THAT ONE YOU DO FOR US IN THIS COUNTRY THEN YOUR 8YEARS IN OFFICE IS NOT A WAST SIR.  @MBuhar	normal
I believe there is a need for us to set up the Lagos State Tertiary Education Trust Fund, which, in our view, will create a sustainable model and the funding that is required, both internally and externally, to strengthen academic research, learning…  3/4	normal
You should be ashamed of yourselves	abusive
Set of thieves,sey that speaker dn finish hin case with EFCC sha	abusive
Criminals	abusive
Call the Nigerian Army to report thugs in lagos . The army is soliciting for useful information to aid their operations .  It’s toll free	normal
Today, I had the pleasure of commissioning the Oba Sekumade road in Ikorodu LGA. This project will greatly enhance accessibility to the Ikorodu lighter terminal, Ebute Ipakodo, Ibeshe, Igbogbo, and other communities.   With the commissioning of the Oba Sekumade road in Ikorodu LGA, we are fulfilling our promise to improve transportation infrastructure in Ikorodu.  This project will promote economic growth, enhance connectivity, and improve the quality of life of our people.   Lagos State is committed to ensuring that all road projects are completed within the scheduled timeframe.   In the next couple weeks of months, we will be doing the groundbreaking for the Fourth Mainland Bridge, which will cut across major sections on Sagamu-Ikorodu Expressway before finally opening to Lagos Ibadan Expressway. We are committed to delivering this project in our second term to completely open Ikorodu to the world.  We remain focused on delivering quality infrastructure that meets the needs of our people.  #LagosRoadProjects #InfrastructureDevelopment #LagosDevelopmentAgenda  #GreaterLagosRising	normal
Please sir, have small sense and support peter obi	abusive
APC is Demonic  They stole MACHINA Mandate and gave it to AHMED LAWAN  Shameless Party  2023 you all will be Retired in National and State Level	hateful
A big thank you to the Association of Waste Managers, for their endorsement and support.   We hereby reiterate our commitment to the continuous development and growth witnessed in the environmental sector.	normal
Criminals speaking Grammer's.	abusive
Whenever i see people say tinubu built Lagos, I just look at them. And in my mind. I pray ignorance will not kill you.	abusive
The reports of official criminality in Lagos has motivated me more.  APC party showed the amount of disdain they have for Lagosians.  I know why! No true LAGOSIAN (hospitable) will treat people like this - that’s why they treat Lagos with HATRED.  Èkó E dìde!!  ~GRV.	hateful
No matter how you try to mislead the public, will not give you victory. You and your Obi will never walk this way to victory. The next strategy is to blackmail Lagos REC after your Pat Utomi invaded INEC office. You will reap the results, just wait to see.	hateful
Your second term is assured Mister Governor. May you continue to succeed	normal
Failures attract failures. Hatred will has destroyed him.  He has never been on the side of good things. Keep  at it.  His children will hear stories about how evil their father is.	abusive
Jide, people died on Ojuelegba bridge due to the same trucks & trailers you have been told to find a solution to, you never made any comment or proffer a solution. Political campaign is your priority, shame on you.  Posterity will never be kind to you for all the evil you enabled	hateful
Omo igbo jat jati oleeee get the fuck....	hateful
Good day My executive governor. Eko o ni baje in your time. I would humbly request that the LASTMA dept carry out their statutory duties as expected instead of extorting Road users. If there's easy flow of traffic, no driver in their right senses will disobey traffic rules. HELP!	normal
@officialjandor  haaa failure lo ba de  @jidesanwoolu  has won	abusive
An OBEDIENT ECONOMY is POssible in Nigeria. Vote for Mr Peter Obi of Labour Party.	normal
You are a shame, a liar and pathetic despicable being.  We see how you are rigging the election	abusive
Liar	abusive
Shame on you	abusive
These squads are the problem in Nigeria	abusive
Good representation there Mr Governor. Weldone sir. May God grant the late queen eternal rest and also pray to God to grant you long life even to surpass the late queen’s age in good health.	normal
Oga shut up. You are a separatist sympathizer!!! We know who you are. Stop disguising	hateful
Ogun Kee the two of u in this picture. We are voting LP come 11 th	abusive
Today marks a special point in our journey to the ballot and our resolve to offer ourselves for public service in the quest to create a Lagos state of our shared desire.	normal
You are such a dullard , you have got stature but no brain .	abusive
Oga go and sit down jare... You're a serial loser and an opportunist You have never been a councilor you want become governor of Lagos state sit down and learn... Tell me why you want us to vote for LP top to bottom and especially you?	abusive
Ongoing construction of the Ikeja Red Line Rail Terminal, and flyover bridge.	normal
Mr. governor...I so much respect you, especially after listening to you on TV the other day, but I must inform u of how disgusting it sounds when you attach Tinubu/shetima to ur post, imagine the low tweet engagement after 8hrs, Peter Obi is better Sir...we will elect u governor	abusive
Nobody cares.  Tell your sugardaddy to return what he stole.	abusive
Your believe is absolute garbage. You are not an opposition party so what are you turning around when you are yet to admit that you guys have failed?	abusive
God will judge you sanwo olu and posterity will never be kind to you and your generations	hateful
Turn the camera olodo	abusive
We are set to energise a new economic hub in Badagry, with the approval for the construction of a new Deep Seaport.  Work has already commenced on the Ijagemo axis, while some of the adjoining roads are being comprehensively rehabilitated.	normal
Can u pls stop lie lie to Nigerians... A bag of rice is now 40k... U people no get fear of God ni	abusive
We should all remember we are Nigerians, as well as Lagosians. We must continue to come together and keep the peace.   I remain committed to accelerating that development and pushing us forward towards being the 21st-century economy for which we all pray.	normal
I hope he doesn't listen, so the hatred can be whole till we vote him out.	hateful
Please focus on the task ahead, don't be distracted by trojan horse sympathizers.	abusive
Lagos is too important to be left in the hands of someone who is best known for inflicting hardship on the average Lagosian and largely serves the interests of a select few.	normal
It was a total delight to see the raw energy and passion exhibited by our people in Osun State.   Asiwaju Tinubu is the leader that will create jobs and make life more abundant for Nigerians.   Thank you Osun State and let's do this again on election day.	normal
NOW JOKES APART GUYS!!! CAN WE CONCENTRATE ON THIS REMAINING DAYS AND NOT GET DISTRACTED BY THIS EVIL PROJECTION OF TRIBALISM. Ignore them like you did  @renoomokri  !! #stayfocus	normal
This your colleague didn't performed up to people's expectations  @jidesanwoolu  am sure you know the truth,,,, the issues on ground is beyond party affiliation,Nigerians needs governor that will performed very well,,,,like yourself,  @seyiamakinde  & others.	normal
I attended the 22nd National Women’s Conference organised by the Committee of Wives of Lagos State Officials.   This platform has created an opportunity for women to network, gain knowledge, while also proffering solutions to issues of concern particularly to women development.	normal
You're the most useless candidate have ever seen, you visited OBA of Lagos with ur cap  on and you called urself a Yoruba man  you don't know ur culture nor tradition of ur land which you want to govern, bro you're a loser you're only being deceived by the Igbos .	abusive
Integrity my foot	abusive
Oloriburuku...	abusive
Hypocrites, you never sympathized with Lagosians when many were massacred at #LekkiMassacre. You have never sympathized with the people for the suffering  @OfficialAPCNg  brought 8yrs ago. Now CBN says money will not win the elections, you are fidgeting. Who sent you.	abusive
Werey you Dey compare yourself to Dapo Sarumi and co. Lagos no want ipob member as their governor. Rest	hateful
Agbero governor!	abusive
Rubbish!  Again I say RUBBISH.	abusive
No strategy other than instigating hatred and anarchy against state govt. While playing ethnic cards too.  Olodo	abusive
Another tax payers money wasted.. Them swear for una?	abusive
You are trying God will do the rest God time is the best it's now PDP power jafuneko jafuetoe	normal
This is Great Sir. Weldone	normal
You thought that you have swept that your brutal act of wickedness under the carpet, but the judgment of Jehovah is coming upon you via your children: because you will sure loose every one of them to brutal untimely death too before you will die miserably too.	hateful
Ode, Eko is always on the move, you are not the one to tell us to stand up	abusive
Mr Camera man dream on.	abusive
Onikure with your thugs	hateful
Olodo	abusive
Go and contest as councilor in your LG	abusive
...baby governorship candidate, show us the bird-eye view of the rally..	abusive
Go vote in your village Bastard claiming another man’s land	hateful
Don't you have shame you this old man	abusive
You need no soothsayer to tell you that FFK is nothing but a Rottweiler who only acts on the basis of feeling its belly. Only a myopic mind would listen to him in the first place. No integrity, no principle. Just anything-goes kind of guy.	abusive
You and your Oga Tinubu are going to be retired soon	abusive
Lagos can afford to pay its civil service better. On my 1st day in office, I will issue an executive order for it to be looked into.  Contract staff will be converted into permanent staff & they will get the benefits that come with it.  We deserve better.  Èkó E dìde!!  ~ GRV.	normal
Lazy man don turn Ajiyi suddenly	abusive
They always endorse losers o.	abusive
You know you are a joke right???	abusive
Bunch of political criminals	abusive
Useless	abusive
If you like kiss them you are not returning to LSGH. start parking your things.	abusive
What your own with FFK.... U should be tweeting about Lagos state....seems u are clueless	abusive
You'll meet your waterloo on 25th Feb and 11th March in Jesus name.	hateful
All these sentences are wasteful, ffk is a fool and shouldn't be taken serious	abusive
After doing evil ,killing ,maiming and all manner of injustice,you want to fast and pray to who,I think you are praying to the devil your master,not the righteous God that I know you are praying to	abusive
Mumu man	abusive
Bloody opportunist!	abusive
Jandor will surely unseat you come 2023 forget the eye service attendant	abusive
Sanwolu if you like build bridges   from Lagos to America you and ur oga  @officialABAT   wo! the blood of Nigerian youths will pour on ur doorstep in every circumstances of ur life and of this life - AMEN	hateful
Dead on Arrival.....this guy go and sit down.	hateful
Oga boy boy	abusive
Scammers... As a governor, all these amenities are supposed to be normal... No big deal	abusive
Your loss will be monumental. All your foolish propaganda will fail. Tell your people to stop causing problems in Lagos because you will be held accountable	abusive
Rubbish where is the impact	abusive
Those rooting for him..I just wonder how they concluded that he's best for Lagos! Africa's 5th largest economy for that matter.  Someone who has got no experience at all, he boycott all questions partaking to his track record.	abusive
Oga, address the violence and physical assaults APC guys are unleashing on LP and Obi supporters in Lagos state. Call them to order, this is 2022, I don't expect you are thinking of deploying violence as a tool for election victory. Pls Mr gov. do the needful	normal
Cast not casted. Olodo	abusive
Integrity kill you there	abusive
you’re probably a drug addict you look like one	abusive
Awesome	normal
As we are aware, pledges have been made to developing countries by developed countries to help mitigate the effects of climate change, but nothing has changed and the cost of inaction is evident in the loss of livelihood and impact on infrastructure.	normal
See person that lose his poling unit still dey talk....Chinedu na talkative you be	abusive
Rubbish,sanwo olu we move	abusive
LP - Love People, Papa, mama,pikin. Happy Valentine's day. Vote the party that will allow you reap the rewards of your labour. Vote the party that will restore dignity to labour, Vote the party that would restore love and empathy back to governance, Vote LP . #obidients	normal
I rejoice with a distinguished administrator and outstanding leader, Mr. Boss Mustapha on the occasion of his 66th birthday today.   The SGF is an accomplished technocrat, lawyer, politician and public officer with tremendous passion for the growth and development of Nigeria.	normal
Kudos Mr Governor.	normal
You will fail woefully on March 11, 2023. Write it down	hateful
Were, who helped u write this	abusive
Mumu man, so you actually believed 4people can push a train, no wonder you believed you won against sanwolu	abusive
Of all times, You are the most idle governor of lagos state. Because of your fear of Tinubu, you disappointed lagos state and Nigeria at Large   You should be ashamed sir.	abusive
You will loose from Top to Bottom...... you better go back to Biafra land and contest for Governor not in this Lagos	hateful
Mumu your principal is using Eko o ni baje ...u r using Eko edide..oloshi ..Ori yi ti o pe ye ma pe laipe	abusive
The talents used their sense and that's what make them to be where they're today..Ololade Asake (If den use me I go use my sense)  But most of our lazy youths today r not using it.  You're doing Great My Excellency Sir	normal
Werey go n sit down. U think say na by this u go win election. Go and ask ur grandfathers	abusive
Dear Lagosians,  As we observe Good Friday today, I want to take a moment to reflect on the sacrifices that were made for us and to extend my heartfelt wishes to you and your families.  This day reminds us of the immense love Jesus Christ has for us all, as he gave up his life on the cross for our sins. His selfless act teaches us the importance of putting others before ourselves, of serving with humility and compassion, and of striving to create a better world for all.  Let us be mindful of our collective responsibility to protect ourselves and our loved ones, to be kind and considerate to those around us, and to always hold fast to our faith and hope in the face of adversity.  On behalf of the Lagos State Government, I wish you all a blessed and peaceful Good Friday.  God bless Lagos State, and God bless Nigeria.	normal
GRV give Thieftinubu and his thugs,war for war,,fight for fight.Agbero to Agbero only that way you can get your victory.the numbers of Agberos in lagos are way too much if you don’t go that way I doubt if police will do their job.	hateful
I'm shaming ur shame sir...how much is fuel now, gas, electricity,food stuff and u people are promising us with a renewed hope..which hope ..abeg shift... Labour party all the way...it's time to retired old cargoes back home	hateful
I'm 80percent sure you'll lose this upcoming election	hateful
Shameless Governor	abusive
Enough is enough!!  The harassment and intimidation in OUR LAGOS has to stop    If you agree, support by donating to show the bullies you will not be silenced  and you believe in a New Nigeria and OUR LAGOS   THE TIME IS NOW!!  Èkó E dìde!!  ~ GRV.	normal
I hosted veteran Nollywood filmmakers to a dinner on Monday night in appreciation of their contributions to the growth of the industry.  I used the opportunity to institute a health insurance scheme for them to ensure they are well covered for adequate medical care.  1/3	normal
You insult them and yet hope they vote you. Which kind weed you dey smoke sef?	abusive
Yesterday, I was on LTV to give account of my stewardship of Lagos State as we move closer to Saturday.   On reelection and at the end of my second term as your Governor, there are four words I want you to remember me by: Visionary, Excellence, Compassionate and Trailblazing	normal
Shame on you. Look at how your thụ́gs are harrassing people in Lagos yet you claim police are in every PU. Is this still a democratic election?   Again, shame on yọ̀u sir.	abusive
That one is a clown	abusive
